,TL BASED,USD BASED,imkb_x
date,BSE100,BSE200,BSE500
03-Jun-16,9.027501081,8.14922327,9.288909379
06-Jun-16,9.025412221,8.147433008,9.287382891
07-Jun-16,9.032699444,8.154577781,9.294565705
08-Jun-16,9.034283153,8.15664791,9.297357166
09-Jun-16,9.027191273,8.149884769,9.291293434
10-Jun-16,9.022994615,8.145680134,9.287448624
13-Jun-16,9.015903318,8.138570578,9.280677673
14-Jun-16,9.01591182,8.139312121,9.281632598
15-Jun-16,9.026809284,8.149517966,9.29167609
16-Jun-16,9.019336029,8.142761526,9.285096206
17-Jun-16,9.022098122,8.14526827,9.287844784
20-Jun-16,9.030846414,8.153459105,9.295539608
21-Jun-16,9.02889643,8.15218073,9.294653947
22-Jun-16,9.026732388,8.14990787,9.292144297
23-Jun-16,9.034062515,8.156429902,9.297974805
24-Jun-16,9.012468534,8.136664569,9.278689436
27-Jun-16,9.015090402,8.140178505,9.283455137
28-Jun-16,9.019909624,8.145050667,9.288470174
29-Jun-16,9.028344762,8.153968272,9.297830967
30-Jun-16,9.039547306,8.164453352,9.308324247
01-Jul-16,9.046195415,8.171503403,9.315268694
04-Jul-16,9.051434906,8.177071905,9.321221421
05-Jul-16,9.047996721,8.173832081,9.318322648
07-Jul-16,9.047970843,8.173843358,9.318329829
08-Jul-16,9.046474654,8.172401645,9.316720867
11-Jul-16,9.063929827,8.188877995,9.332365066
12-Jul-16,9.07006975,8.194607686,9.337546427
13-Jul-16,9.069331953,8.192797341,9.33533203
14-Jul-16,9.074997053,8.198303865,9.341140538
15-Jul-16,9.072491099,8.195579222,9.337992767
18-Jul-16,9.068530233,8.191571079,9.334043626
19-Jul-16,9.070143385,8.193165203,9.335563219
20-Jul-16,9.075785599,8.199684014,9.342326947
21-Jul-16,9.069614015,8.194038679,9.33726373
22-Jul-16,9.075117263,8.199906529,9.343152131
25-Jul-16,9.085951063,8.210176062,9.353473148
26-Jul-16,9.082047804,8.206228845,9.349236722
27-Jul-16,9.085823087,8.209781769,9.352935688
28-Jul-16,9.091011642,8.215285074,9.358596571
29-Jul-16,9.088851604,8.213945264,9.357549299
01-Aug-16,9.088510534,8.214492231,9.358025624
02-Aug-16,9.085793639,8.21141775,9.354613861
03-Aug-16,9.075540747,8.200930558,9.344122733
04-Aug-16,9.077208899,8.202665991,9.346046274
05-Aug-16,9.092719448,8.217713803,9.361146322
08-Aug-16,9.097637411,8.223007349,9.366525837
09-Aug-16,9.09325247,8.218851844,9.362294641
10-Aug-16,9.080411625,8.20625068,9.349846629
11-Aug-16,9.081831773,8.207968739,9.351264248
12-Aug-16,9.090911357,8.215974579,9.358631921
16-Aug-16,9.089574016,8.215287778,9.357983351
17-Aug-16,9.088586212,8.215160642,9.358489651
18-Aug-16,9.094292954,8.22114018,9.364776725
19-Aug-16,9.094480486,8.221771915,9.365734279
22-Aug-16,9.090220358,8.217362961,9.36165618
23-Aug-16,9.089940666,8.216571765,9.360928714
24-Aug-16,9.093361513,8.220327747,9.364888116
25-Aug-16,9.08708401,8.214457039,9.359479946
26-Aug-16,9.085262292,8.213243516,9.358060132
29-Aug-16,9.088651719,8.216196201,9.361032793
30-Aug-16,9.103370785,8.230483979,9.3749086
31-Aug-16,9.107360354,8.234458859,9.378807227
01-Sep-16,9.104940967,8.232139661,9.376280991
02-Sep-16,9.108951957,8.235999358,9.380170063
06-Sep-16,9.124474157,8.251233471,9.394907738
07-Sep-16,9.123575874,8.250301494,9.394401249
08-Sep-16,9.12728697,8.254349412,9.398838647
09-Sep-16,9.118228373,8.245604916,9.390374314
12-Sep-16,9.098356862,8.225232646,9.3698572
14-Sep-16,9.102309628,8.229665774,9.374881456
15-Sep-16,9.101973118,8.229871054,9.375104529
16-Sep-16,9.107012234,8.234403134,9.379295495
19-Sep-16,9.109468655,8.237063858,9.382109784
20-Sep-16,9.105970477,8.234039517,9.37919161
21-Sep-16,9.105619652,8.23368639,9.379272692
22-Sep-16,9.116546043,8.24476748,9.390199733
23-Sep-16,9.113643331,8.242851078,9.388286537
26-Sep-16,9.102804158,8.232796383,9.378656813
27-Sep-16,9.1004351,8.231248276,9.377285989
28-Sep-16,9.105548583,8.23683093,9.383148486
29-Sep-16,9.083968432,8.214159212,9.359029306
30-Sep-16,9.089720692,8.221360661,9.367399675
03-Oct-16,9.106146953,8.238766819,9.385601227
04-Oct-16,9.110113324,8.242898441,9.3899917
05-Oct-16,9.108385163,8.2421351,9.389792817
06-Oct-16,9.105039855,8.238724545,9.386230458
07-Oct-16,9.103747987,8.237286148,9.384949766
10-Oct-16,9.104334092,8.237846946,9.385606263
13-Oct-16,9.087838219,8.222199118,9.370331108
14-Oct-16,9.090136909,8.225283529,9.373699948
17-Oct-16,9.082002328,8.217022797,9.365989357
18-Oct-16,9.100296685,8.23464724,9.382965066
19-Oct-16,9.099482552,8.233622655,9.382579606
20-Oct-16,9.103882588,8.237574522,9.386596069
21-Oct-16,9.103940427,8.23792099,9.386788045
24-Oct-16,9.105972697,8.239456169,9.38871582
25-Oct-16,9.103839206,8.23751368,9.386932212
26-Oct-16,9.095127032,8.228990984,9.378683856
27-Oct-16,9.093278326,8.226132083,9.375503901
28-Oct-16,9.096655303,8.230697082,9.380367494
30-Oct-16,9.096970086,8.232009329,9.382518154
01-Nov-16,9.096071405,8.230867532,9.381174534
02-Nov-16,9.082213776,8.216417774,9.366625914
03-Nov-16,9.07719976,8.210649009,9.360275608
04-Nov-16,9.069338862,8.202096071,9.350524834
07-Nov-16,9.077327702,8.209689291,9.358370646
08-Nov-16,9.082067131,8.214318967,9.362687999
09-Nov-16,9.067990785,8.199472442,9.346809944
10-Nov-16,9.080970594,8.21225373,9.359907133
11-Nov-16,9.052231703,8.182676641,9.329943084
15-Nov-16,9.026117008,8.154235696,9.299671806
16-Nov-16,9.026769635,8.155336273,9.300783271
17-Nov-16,9.024584123,8.153070582,9.298130529
18-Nov-16,9.02389151,8.152817242,9.298440989
21-Nov-16,9.004261635,8.132671236,9.277160351
22-Nov-16,9.014099185,8.143305236,9.287773524
23-Nov-16,9.01924645,8.149292618,9.294591443
24-Nov-16,9.012696425,8.143555185,9.289254135
25-Nov-16,9.030131781,8.160469675,9.306113172
28-Nov-16,9.032634944,8.16348527,9.309470519
29-Nov-16,9.034842282,8.166349782,9.312545816
30-Nov-16,9.045427992,8.177001647,9.323230568
01-Dec-16,9.040264727,8.171070943,9.317460539
02-Dec-16,9.027259727,8.158152594,9.304672801
05-Dec-16,9.033080384,8.163838444,9.309981161
06-Dec-16,9.035187856,8.166159449,9.312407671
07-Dec-16,9.030663315,8.16189159,9.308091207
08-Dec-16,9.047744969,8.178467618,9.324130558
09-Dec-16,9.049281552,8.180214427,9.32614189
12-Dec-16,9.03810379,8.169279753,9.315508169
13-Dec-16,9.042463585,8.172573857,9.318419589
14-Dec-16,9.0374502,8.167357662,9.312930353
15-Dec-16,9.034626536,8.164863081,9.310753871
16-Dec-16,9.032272953,8.162573277,9.3085527
19-Dec-16,9.028239191,8.158146867,9.304093886
20-Dec-16,9.024097537,8.152886341,9.298600303
21-Dec-16,9.022467435,8.151396773,9.297233409
22-Dec-16,9.011313658,8.139924793,9.285685293
23-Dec-16,9.011101318,8.13993646,9.285574924
26-Dec-16,8.998864735,8.126722109,9.271809813
27-Dec-16,9.01474754,8.142709175,9.287459734
28-Dec-16,9.015962833,8.144789482,9.290050409
29-Dec-16,9.024438413,8.154137937,9.299405638
30-Dec-16,9.034401204,8.163670417,9.308957804
02-Jan-17,9.035834592,8.165906562,9.312226158
03-Jan-17,9.038699968,8.169480821,9.316463697
04-Jan-17,9.037765165,8.169058816,9.316417831
05-Jan-17,9.048610543,8.179628759,9.326909338
06-Jan-17,9.045264058,8.176301604,9.323625306
09-Jan-17,9.044715447,8.175992192,9.32395116
10-Jan-17,9.05105386,8.182324468,9.330319217
11-Jan-17,9.062821321,8.193792745,9.341586155
12-Jan-17,9.065648648,8.196549815,9.343927638
13-Jan-17,9.065329629,8.195777829,9.343427041
16-Jan-17,9.068193688,8.198545942,9.346326499
17-Jan-17,9.066737864,8.197392804,9.345609629
18-Jan-17,9.069810835,8.200968973,9.349297643
19-Jan-17,9.071848123,8.203375199,9.351735762
20-Jan-17,9.061024486,8.192135955,9.340362866
23-Jan-17,9.066797892,8.197348744,9.345664656
24-Jan-17,9.076783836,8.207472714,9.35570831
25-Jan-17,9.090702868,8.221027232,9.368725218
27-Jan-17,9.096032167,8.226554753,9.374420732
30-Jan-17,9.09568008,8.226067864,9.373626907
31-Jan-17,9.086103933,8.216390756,9.363914314
01-Feb-17,9.104929855,8.234652546,9.382082834
02-Feb-17,9.108054015,8.238198607,9.386347032
03-Feb-17,9.109182126,8.240229472,9.389272859
06-Feb-17,9.116028594,8.247811966,9.396924498
07-Feb-17,9.112602949,8.244452275,9.393870365
08-Feb-17,9.113805242,8.245806951,9.39532754
09-Feb-17,9.115118288,8.247358896,9.396756036
10-Feb-17,9.115398724,8.247678423,9.397144368
13-Feb-17,9.116346126,8.247953344,9.39670375
14-Feb-17,9.114420706,8.245733489,9.394156644
15-Feb-17,9.104763166,8.236221885,9.384125598
16-Feb-17,9.113078088,8.244862022,9.393195953
17-Feb-17,9.118665775,8.250074241,9.3983126
20-Feb-17,9.125569755,8.256947282,9.40529348
21-Feb-17,9.130121149,8.261309483,9.409747633
22-Feb-17,9.130805702,8.261337898,9.409287128
23-Feb-17,9.13126145,8.262239004,9.410239861
27-Feb-17,9.127065279,8.258551988,9.407294351
28-Feb-17,9.125950646,8.258121899,9.407300099
01-Mar-17,9.132545303,8.263935734,9.413116304
02-Mar-17,9.124831502,8.25568556,9.404527915
03-Mar-17,9.12561547,8.256550245,9.405629156
06-Mar-17,9.132502066,8.263064521,9.411853258
07-Mar-17,9.130976767,8.261795007,9.410795681
08-Mar-17,9.127611811,8.258435416,9.407489784
09-Mar-17,9.127783423,8.258536446,9.407410958
10-Mar-17,9.12783338,8.258438006,9.407244255
14-Mar-17,9.144799749,8.274823497,9.423232355
15-Mar-17,9.145847716,8.276900938,9.425825875
16-Mar-17,9.154448097,8.285871288,9.43482063
17-Mar-17,9.155324367,8.2865516,9.435466756
20-Mar-17,9.153036418,8.28478435,9.434097335
21-Mar-17,9.151166635,8.283183315,9.432573909
22-Mar-17,9.140928127,8.273198764,9.422761847
23-Mar-17,9.147789208,8.280196629,9.42987261
24-Mar-17,9.150338744,8.282442538,9.432317643
27-Mar-17,9.144617149,8.277391663,9.427786122
28-Mar-17,9.150697581,8.28326924,9.433659908
29-Mar-17,9.154332825,8.286805968,9.43729824
30-Mar-17,9.15799073,8.290789331,9.441872639
31-Mar-17,9.158453217,8.292010062,9.44398064
03-Apr-17,9.165188182,8.298768489,9.451356847
05-Apr-17,9.169258969,8.302878055,9.456365727
06-Apr-17,9.169229794,8.302669879,9.456027888
07-Apr-17,9.162725567,8.296785893,9.450332387
10-Apr-17,9.162148579,8.297144845,9.451321484
11-Apr-17,9.168110095,8.303376014,9.457911916
12-Apr-17,9.164789506,8.300111231,9.454553199
13-Apr-17,9.158672271,8.295129057,9.450203371
17-Apr-17,9.157334032,8.294312106,9.449831176
18-Apr-17,9.152559765,8.289705217,9.444920674
19-Apr-17,9.153826104,8.291564054,9.447440476
20-Apr-17,9.157718827,8.295910408,9.452614953
21-Apr-17,9.156174535,8.294459556,9.451648347
24-Apr-17,9.1663749,8.304390984,9.461421217
25-Apr-17,9.176803237,8.31467056,9.471356805
26-Apr-17,9.180618006,8.317431638,9.473159149
27-Apr-17,9.179220121,8.316466494,9.47222683
28-Apr-17,9.176779452,8.314579944,9.471106437
02-May-17,9.178949803,8.316710923,9.473216813
03-May-17,9.178197273,8.315588504,9.472543854
04-May-17,9.183434637,8.320625843,9.477473249
05-May-17,9.174557742,8.311661143,9.468508924
08-May-17,9.178059919,8.315451478,9.472796171
09-May-17,9.179550182,8.316974838,9.474826998
10-May-17,9.18982435,8.326611211,9.484258403
11-May-17,9.191089253,8.328202244,9.485514546
12-May-17,9.187684658,8.324404242,9.481357858
15-May-17,9.192273138,8.330200743,9.48762811
16-May-17,9.19863412,8.336205944,9.493509778
17-May-17,9.199260213,8.336299415,9.493283734
18-May-17,9.186914107,8.322656533,9.479273017
19-May-17,9.186055876,8.320832749,9.476622337
22-May-17,9.186112227,8.319410322,9.4739915
23-May-17,9.178655672,8.31083055,9.46448169
24-May-17,9.174450984,8.305306048,9.458039941
25-May-17,9.189317941,8.319919608,9.47327678
26-May-17,9.200661684,8.331603099,9.485304918
29-May-17,9.199393675,8.328880926,9.481290747
30-May-17,9.202023886,8.33238294,9.484808777
31-May-17,9.203179796,8.334596397,9.487907713
01-Jun-17,9.202986398,8.335407491,9.489604866
02-Jun-17,9.20749934,8.340572951,9.494784458
05-Jun-17,9.210313372,8.343494352,9.497935191
06-Jun-17,9.205537858,8.339008665,9.493396762
07-Jun-17,9.208715052,8.342270595,9.49728092
08-Jun-17,9.207507363,8.341467434,9.496943863
09-Jun-17,9.209400931,8.343810761,9.499657357
12-Jun-17,9.204328336,8.338642914,9.494546661
13-Jun-17,9.203996291,8.338339216,9.494640733
14-Jun-17,9.204713571,8.339056466,9.495750866
15-Jun-17,9.201657787,8.33672831,9.493841215
16-Jun-17,9.202332394,8.337350959,9.494603858
19-Jun-17,9.208990461,8.342930276,9.499645377
20-Jun-17,9.209339872,8.343503869,9.500212046
21-Jun-17,9.207389021,8.341805937,9.498699965
22-Jun-17,9.206161653,8.340274612,9.496727606
23-Jun-17,9.199355256,8.332900092,9.488561329
27-Jun-17,9.192740397,8.325972151,9.480595727
28-Jun-17,9.191271715,8.324974014,9.479735248
29-Jun-17,9.192855397,8.327041862,9.482699902
30-Jun-17,9.195517047,8.330675644,9.486338199
03-Jul-17,9.206209853,8.34095231,9.496625469
04-Jul-17,9.205572021,8.340112278,9.495819269
05-Jul-17,9.209169687,8.344474182,9.500598125
06-Jul-17,9.212796354,8.347640169,9.503879757
07-Jul-17,9.212165705,8.347078428,9.503700046
10-Jul-17,9.222997926,8.35697749,9.513095523
11-Jul-17,9.222622635,8.355861792,9.511366762
12-Jul-17,9.22679131,8.360392002,9.516036709
13-Jul-17,9.23399635,8.36720019,9.522554312
14-Jul-17,9.233967051,8.367334953,9.522269592
17-Jul-17,9.236860582,8.36990127,9.524601326
18-Jul-17,9.22798872,8.361495649,9.516486676
19-Jul-17,9.236485588,8.369915174,9.525089066
20-Jul-17,9.233567521,8.36712583,9.522638469
21-Jul-17,9.237052408,8.370063474,9.525478795
24-Jul-17,9.241882643,8.374589916,9.529760908
25-Jul-17,9.242659439,8.375645756,9.530691212
26-Jul-17,9.247485856,8.380087418,9.534965566
27-Jul-17,9.247197718,8.379607878,9.534019699
28-Jul-17,9.247089765,8.379784578,9.534487682
31-Jul-17,9.252706134,8.385153257,9.539444819
01-Aug-17,9.25580119,8.387783578,9.541667251
02-Aug-17,9.252811566,8.385226289,9.539234683
03-Aug-17,9.247667948,8.379387534,9.533038899
04-Aug-17,9.253848994,8.385089351,9.538190545
07-Aug-17,9.255576609,8.387829104,9.541774941
08-Aug-17,9.246653979,8.378843352,9.532402132
09-Aug-17,9.23798764,8.369208132,9.522354504
10-Aug-17,9.225629889,8.354886004,9.505894627
11-Aug-17,9.21663651,8.346459436,9.498247169
14-Aug-17,9.226912296,8.358610036,9.511386003
16-Aug-17,9.237295788,8.369180303,9.522230061
17-Aug-17,9.237618906,8.369467825,9.523067922
18-Aug-17,9.231762276,8.363920792,9.517511052
21-Aug-17,9.222048563,8.353956357,9.507681149
22-Aug-17,9.222433949,8.353490032,9.50685408
23-Aug-17,9.232007926,8.363148839,9.516800282
24-Aug-17,9.23378147,8.36514164,9.519080166
28-Aug-17,9.240327238,8.372454083,9.526714852
29-Aug-17,9.228623218,8.361196475,9.515593908
30-Aug-17,9.238909364,8.371651679,9.526340915
31-Aug-17,9.241369937,8.374379999,9.529675896
01-Sep-17,9.247987733,8.38116497,9.536588376
04-Sep-17,9.240973354,8.374433059,9.529933817
05-Sep-17,9.245466174,8.379566568,9.535456225
06-Sep-17,9.242923722,8.377379248,9.53374329
07-Sep-17,9.245835886,8.380408513,9.537007553
08-Sep-17,9.244925357,8.379284231,9.535956754
11-Sep-17,9.252454012,8.386906814,9.543457701
12-Sep-17,9.261047745,8.395511315,9.552189555
13-Sep-17,9.259355273,8.393399377,9.549541738
14-Sep-17,9.261160855,8.395843302,9.552139822
15-Sep-17,9.26061705,8.395865882,9.552340161
18-Sep-17,9.266482492,8.401899056,9.558705182
19-Sep-17,9.266765128,8.402186299,9.5594538
20-Sep-17,9.265818597,8.401027847,9.558032995
21-Sep-17,9.262693704,8.39797037,9.554667393
22-Sep-17,9.245120471,8.379146477,9.534926534
25-Sep-17,9.235304167,8.368414722,9.523418224
26-Sep-17,9.235464111,8.369521147,9.525304385
27-Sep-17,9.22083214,8.354354211,9.509584594
28-Sep-17,9.224471062,8.358485812,9.514106401
29-Sep-17,9.227457042,8.361913875,9.518611527
03-Oct-17,9.235612329,8.369898952,9.526258528
04-Oct-17,9.240669751,8.374707543,9.531442955
05-Oct-17,9.239188242,8.37381,9.531434977
06-Oct-17,9.247932837,8.382573206,9.540374787
09-Oct-17,9.249332213,8.383780649,9.541841703
10-Oct-17,9.252167301,8.387307716,9.545972256
11-Oct-17,9.248525934,8.383030743,9.541143714
12-Oct-17,9.259325755,8.39402845,9.552028269
13-Oct-17,9.265542318,8.399602637,9.557250091
16-Oct-17,9.271012052,8.40506091,9.562468696
17-Oct-17,9.272024197,8.406569963,9.564304445
18-Oct-17,9.269807618,8.404548432,9.562485572
19-Oct-17,9.26407259,8.399204385,9.557792819
23-Oct-17,9.267234751,8.402172836,9.560886674
24-Oct-17,9.269396706,8.404461128,9.563535569
25-Oct-17,9.279142292,8.413158463,9.571641797
26-Oct-17,9.283758106,8.417759522,9.576092592
27-Oct-17,9.282502882,8.416760514,9.575342449
30-Oct-17,9.287183814,8.422302124,9.581503158
31-Oct-17,9.285119405,8.420959786,9.58090826
01-Nov-17,9.294555593,8.429694423,9.589388265
02-Nov-17,9.294311967,8.429742445,9.590206607
03-Nov-17,9.296828112,8.432101425,9.5927354
06-Nov-17,9.298285313,8.433411502,9.594365954
07-Nov-17,9.287646724,8.422475836,9.583150737
08-Nov-17,9.282651731,8.417094364,9.577436031
09-Nov-17,9.284516056,8.420047729,9.5805872
10-Nov-17,9.284330337,8.420122663,9.580859245
13-Nov-17,9.276127176,8.412756693,9.573539388
14-Nov-17,9.272543042,8.409191413,9.569995371
15-Nov-17,9.264697867,8.401030093,9.561212713
16-Nov-17,9.274551965,8.411016787,9.57108841
17-Nov-17,9.28204503,8.418583173,9.578749303
20-Nov-17,9.283690271,8.420966392,9.5814866
21-Nov-17,9.286669732,8.423651447,9.584226746
22-Nov-17,9.287428257,8.424195935,9.585351771
23-Nov-17,9.288259288,8.425137111,9.586867452
24-Nov-17,9.291990403,8.429021869,9.590732428
27-Nov-17,9.293309256,8.431164604,9.593058723
28-Nov-17,9.29118276,8.429454277,9.591643926
29-Nov-17,9.290363387,8.428399135,9.590645608
30-Nov-17,9.278506368,8.417911937,9.581461072
01-Dec-17,9.267969453,8.407351539,9.570681188
04-Dec-17,9.268536636,8.407938436,9.570540993
05-Dec-17,9.267769305,8.407420735,9.569885094
06-Dec-17,9.260077706,8.399537398,9.56218949
07-Dec-17,9.272967693,8.412272579,9.574964041
08-Dec-17,9.282254439,8.421719198,9.584354716
11-Dec-17,9.287538422,8.426789157,9.588835025
12-Dec-17,9.279659324,8.419035561,9.581071168
13-Dec-17,9.273644694,8.412852156,9.574927234
14-Dec-17,9.278856597,8.417209307,9.578669739
15-Dec-17,9.287069905,8.425904315,9.587820871
18-Dec-17,9.292014364,8.431192939,9.592940729
19-Dec-17,9.300500038,8.44025815,9.602554067
20-Dec-17,9.299389172,8.439994602,9.602964723
21-Dec-17,9.29969284,8.441553277,9.60540963
22-Dec-17,9.304151247,8.445626296,9.609659298
26-Dec-17,9.307549656,8.448989294,9.613431331
27-Dec-17,9.304241378,8.445987158,9.610607997
28-Dec-17,9.302811981,8.445031017,9.610193764
29-Dec-17,9.308354166,8.450809769,9.615987464
01-Jan-18,9.302059566,8.445224468,9.611501565
02-Jan-18,9.300836254,8.442935054,9.608807719
03-Jan-18,9.301707333,8.444568734,9.611259161
04-Jan-18,9.307789172,8.451119626,9.617980446
05-Jan-18,9.314142574,8.45787197,9.624962757
08-Jan-18,9.320648428,8.464530539,9.63195635
09-Jan-18,9.321490794,8.464964723,9.632381994
10-Jan-18,9.320432576,8.463807183,9.631348066
11-Jan-18,9.322273441,8.465699877,9.633456775
12-Jan-18,9.324077902,8.466973005,9.634557229
15-Jan-18,9.328502003,8.470881154,9.638331194
16-Jan-18,9.322821377,8.463703803,9.629724164
17-Jan-18,9.330963814,8.471808721,9.637407794
18-Jan-18,9.330160443,8.469178726,9.632922806
19-Jan-18,9.337307769,8.476808601,9.640752369
22-Jan-18,9.344404373,8.483547469,9.647521178
23-Jan-18,9.354220778,8.493017295,9.656263248
24-Jan-18,9.35390724,8.491805637,9.654483738
25-Jan-18,9.349502134,8.487177185,9.649512302
29-Jan-18,9.35369585,8.489801439,9.65069117
30-Jan-18,9.346867523,8.483096448,9.643280559
31-Jan-18,9.343040044,8.478911717,9.638687674
01-Feb-18,9.341371266,8.477614174,9.637536965
02-Feb-18,9.316091311,8.450286001,9.608182499
05-Feb-18,9.308955086,8.44364783,9.601877603
06-Feb-18,9.292358051,8.427185329,9.584779789
07-Feb-18,9.290813756,8.426368736,9.586170675
08-Feb-18,9.301860652,8.43845946,9.599171906
09-Feb-18,9.292078872,8.430130904,9.592191519
12-Feb-18,9.300788752,8.439318133,9.60215
14-Feb-18,9.297639458,8.43669438,9.599788558
15-Feb-18,9.299945216,8.437639031,9.599417935
16-Feb-18,9.290798993,8.428215519,9.589771518
19-Feb-18,9.282626614,8.420058749,9.58157008
20-Feb-18,9.28197801,8.419373064,9.580714256
21-Feb-18,9.28444363,8.421761004,9.582562332
22-Feb-18,9.281668914,8.419088511,9.579700814
23-Feb-18,9.292523863,8.430678418,9.591505957
26-Feb-18,9.301715547,8.439651021,9.600634311
27-Feb-18,9.298273407,8.436273766,9.597181798
28-Feb-18,9.293297291,8.431970759,9.593593272
01-Mar-18,9.289256907,8.427706025,9.589546375
05-Mar-18,9.279285109,8.417841255,9.579648283
06-Mar-18,9.268865851,8.407257782,9.569024796
07-Mar-18,9.259981602,8.397485805,9.558072548
08-Mar-18,9.267418005,8.404577532,9.564948582
09-Mar-18,9.266511799,8.40325376,9.563415444
12-Mar-18,9.282770795,8.418755325,9.577791345
13-Mar-18,9.284868827,8.421514544,9.58161906
14-Mar-18,9.284720307,8.421719198,9.581771506
15-Mar-18,9.280801632,8.418704566,9.579815542
16-Mar-18,9.266712199,8.404848342,9.566388319
19-Mar-18,9.2558547,8.393161675,9.554009506
20-Mar-18,9.258709495,8.395960713,9.55626706
21-Mar-18,9.262158329,8.399296649,9.559637869
22-Mar-18,9.257644671,8.394541825,9.554310146
23-Mar-18,9.246511247,8.382982711,9.542308911
26-Mar-18,9.25984076,8.396468584,9.555043641
27-Mar-18,9.265310449,8.402895076,9.562166278
28-Mar-18,9.259379077,8.39674611,9.555739077
02-Apr-18,9.2697426,8.407784493,9.5676728
03-Apr-18,9.273827716,8.412980905,9.57344202
04-Apr-18,9.262471615,8.401804786,9.562373761
05-Apr-18,9.280666488,8.420309975,9.580739803
06-Apr-18,9.283142778,8.42306711,9.583712637
09-Apr-18,9.287117137,8.427021189,9.587479391
10-Apr-18,9.288824327,8.428753158,9.589014451
11-Apr-18,9.28956921,8.42953506,9.589881677
12-Apr-18,9.293025739,8.432208124,9.591990815
13-Apr-18,9.295281524,8.434841487,9.594528727
16-Apr-18,9.299584006,8.439813102,9.599077003
17-Apr-18,9.301750228,8.44211829,9.601496933
18-Apr-18,9.300163708,8.440413654,9.599688971
19-Apr-18,9.304253212,8.444805278,9.604323143
20-Apr-18,9.303773336,8.443826483,9.603586464
23-Apr-18,9.305105858,8.445677855,9.605811035
24-Apr-18,9.307417172,8.447813102,9.607519916
25-Apr-18,9.303162003,8.443701645,9.602989708
26-Apr-18,9.307686659,8.448136746,9.606902634
27-Apr-18,9.314441795,8.45478786,9.613225488
30-Apr-18,9.319461109,8.460307446,9.618982428
02-May-18,9.315480263,8.455107127,9.61345071
03-May-18,9.310696888,8.449494482,9.607511849
04-May-18,9.305468717,8.444493458,9.602639859
07-May-18,9.313790063,8.45261627,9.610449831
08-May-18,9.313826131,8.45268667,9.610778198
09-May-18,9.314531004,8.452812524,9.610782218
10-May-18,9.310081629,8.44734138,9.604607011
11-May-18,9.317890788,8.454617543,9.611001292
14-May-18,9.316180373,8.452259926,9.607926522
15-May-18,9.315091302,8.450672975,9.605889142
16-May-18,9.310470734,8.446869435,9.602477725
17-May-18,9.306119533,8.443348569,9.599892877
18-May-18,9.296692365,8.433180949,9.589037733
21-May-18,9.288299063,8.423833708,9.578388792
22-May-18,9.291842937,8.427474152,9.582377609
23-May-18,9.282086915,8.418132788,9.573727141
24-May-18,9.288834497,8.423963246,9.578943689
25-May-18,9.299165936,8.435154159,9.590164201
28-May-18,9.307724763,8.4444741,9.600016149
29-May-18,9.302288543,8.439344076,9.595235358
30-May-18,9.300519227,8.437855568,9.593713915
31-May-18,9.309350064,8.445557545,9.600061525
01-Jun-18,9.305255928,8.44026895,9.593802514
04-Jun-18,9.29836407,8.433165722,9.585332527
05-Jun-18,9.294196108,8.427819754,9.578048921
06-Jun-18,9.303735082,8.437879385,9.588478818
07-Jun-18,9.312063581,8.446858706,9.59851282
08-Jun-18,9.312936671,8.448128174,9.600280252
11-Jun-18,9.314322839,8.449430278,9.601945202
12-Jun-18,9.319588421,8.454909194,9.607343108
13-Jun-18,9.320590215,8.455366723,9.607642924
14-Jun-18,9.317095714,8.452319681,9.604804524
15-Jun-18,9.316461898,8.451027748,9.603287456
18-Jun-18,9.314810291,8.44920981,9.6008678
19-Jun-18,9.306980576,8.440791514,9.592131449
20-Jun-18,9.312248736,8.445598366,9.59662402
21-Jun-18,9.308647874,8.441937176,9.592479533
22-Jun-18,9.315785384,8.448633797,9.598541986
25-Jun-18,9.309868009,8.442195901,9.591936195
26-Jun-18,9.31051416,8.442562313,9.591579042
27-Jun-18,9.300705618,8.432310456,9.58045184
28-Jun-18,9.292182997,8.422915478,9.570627484
29-Jun-18,9.304532654,8.435612134,9.58387027
02-Jul-18,9.299521809,8.43058028,9.57846561
03-Jul-18,9.304047449,8.435097712,9.582968189
04-Jul-18,9.309310211,8.439998923,9.587746825
05-Jul-18,9.306973313,8.437545906,9.585113256
06-Jul-18,9.309220535,8.44019335,9.587936729
09-Jul-18,9.317041788,8.448342453,9.596929104
10-Jul-18,9.325397028,8.456893142,9.605596883
11-Jul-18,9.324111816,8.455177352,9.603763263
12-Jul-18,9.329482484,8.459864881,9.607916443
13-Jul-18,9.327864708,8.457332778,9.604176795
16-Jul-18,9.31869869,8.446779311,9.59215261
17-Jul-18,9.326984982,8.456074948,9.601485436
18-Jul-18,9.32223857,8.450970052,9.595995893
19-Jul-18,9.319893188,8.448250319,9.592716298
20-Jul-18,9.324856745,8.453705851,9.598003291
23-Jul-18,9.332442954,8.461669911,9.606106598
24-Jul-18,9.339400031,8.469791263,9.615436745
25-Jul-18,9.33908269,8.46980804,9.615551448
26-Jul-18,9.343596852,8.47411031,9.619790861
27-Jul-18,9.353144638,8.48343163,9.629103995
30-Jul-18,9.357247164,8.487494519,9.633275323
31-Jul-18,9.360986346,8.491044269,9.636575613
01-Aug-18,9.360284215,8.490643856,9.636439135
02-Aug-18,9.352621747,8.483839076,9.630353805
